A,Y12-17,T,MED_E,NAC,MK	193722 
A,Y12-17,T,MED_E,NAC,MT	15720 
A,Y12-17,T,MED_E,NAC,NL	27286 
A,Y12-17,T,MED_E,NAC,NO	393691 b
A,Y12-17,T,MED_E,NAC,PL	43870 
A,Y12-17,T,MED_E,NAC,PT	10931 
A,Y12-17,T,MED_E,NAC,RO	27945 
A,Y12-17,T,MED_E,NAC,RS	513360 
A,Y12-17,T,MED_E,NAC,SE	273842 
A,Y12-17,T,MED_E,NAC,SI	17347 
A,Y12-17,T,MED_E,NAC,SK	7905 
A,Y12-17,T,MED_E,NAC,TR	40806 
A,Y12-17,T,MED_E,PPS,AT	26525 
A,Y12-17,T,MED_E,PPS,BE	23560 
A,Y12-17,T,MED_E,PPS,BG	9793 
A,Y12-17,T,MED_E,PPS,CH	26162 
A,Y12-17,T,MED_E,PPS,CY	18772 
A,Y12-17,T,MED_E,PPS,CZ	15571 
A,Y12-17,T,MED_E,PPS,DE	22484 
A,Y12-17,T,MED_E,PPS,DK	23781 
A,Y12-17,T,MED_E,PPS,EA20	18815 
A,Y12-17,T,MED_E,PPS,EE	16006 
A,Y12-17,T,MED_E,PPS,EL	10071 
A,Y12-17,T,MED_E,PPS,ES	15674 
A,Y12-17,T,MED_E,PPS,EU27_2020	17789 
A,Y12-17,T,MED_E,PPS,FI	21747 
A,Y12-17,T,MED_E,PPS,FR	18921 
A,Y12-17,T,MED_E,PPS,HR	12633 b
A,Y12-17,T,MED_E,PPS,HU	10576 
A,Y12-17,T,MED_E,PPS,IE	18866 
A,Y12-17,T,MED_E,PPS,IT	16809 
A,Y12-17,T,MED_E,PPS,LT	13529 
A,Y12-17,T,MED_E,PPS,LU	26431 
A,Y12-17,T,MED_E,PPS,LV	13144 
A,Y12-17,T,MED_E,PPS,MK	6117 
A,Y12-17,T,MED_E,PPS,MT	17480 
A,Y12-17,T,MED_E,PPS,NL	23431 
A,Y12-17,T,MED_E,PPS,NO	27304 b
A,Y12-17,T,MED_E,PPS,PL	15421 
A,Y12-17,T,MED_E,PPS,PT	12408 
A,Y12-17,T,MED_E,PPS,RO	9564 
A,Y12-17,T,MED_E,PPS,RS	6838 
A,Y12-17,T,MED_E,PPS,SE	21073 
A,Y12-17,T,MED_E,PPS,SI	19480 
A,Y12-17,T,MED_E,PPS,SK	9154 
A,Y12-17,T,MED_E,PPS,TR	5629 
A,Y16-24,T,MED_E,EUR,AT	31477 
A,Y16-24,T,MED_E,EUR,BE	28722 
A,Y16-24,T,MED_E,EUR,BG	6303 
A,Y16-24,T,MED_E,EUR,CH	48740 
A,Y16-24,T,MED_E,EUR,CY	19095 
A,Y16-24,T,MED_E,EUR,CZ	13119 
A,Y16-24,T,MED_E,EUR,DE	23792 
A,Y16-24,T,MED_E,EUR,DK	29241 
A,Y16-24,T,MED_E,EUR,EA20	20852 
A,Y16-24,T,MED_E,EUR,EE	14945 
A,Y16-24,T,MED_E,EUR,EL	8626 
A,Y16-24,T,MED_E,EUR,ES	16472 
A,Y16-24,T,MED_E,EUR,EU27_2020	18899 
A,Y16-24,T,MED_E,EUR,FI	22334 
A,Y16-24,T,MED_E,EUR,FR	21796 
A,Y16-24,T,MED_E,EUR,HR	9899 b
A,Y16-24,T,MED_E,EUR,HU	7229 
A,Y16-24,T,MED_E,EUR,IE	29291 
A,Y16-24,T,MED_E,EUR,IT	18715 
A,Y16-24,T,MED_E,EUR,LT	10998 
A,Y16-24,T,MED_E,EUR,LU	38921 
A,Y16-24,T,MED_E,EUR,LV	11186 
A,Y16-24,T,MED_E,EUR,MK	3494 
A,Y16-24,T,MED_E,EUR,MT	19516 
A,Y16-24,T,MED_E,EUR,NL	26999 
A,Y16-24,T,MED_E,EUR,NO	36306 b
A,Y16-24,T,MED_E,EUR,PL	9206 
A,Y16-24,T,MED_E,EUR,PT	11274 
A,Y16-24,T,MED_E,EUR,RO	5814 
A,Y16-24,T,MED_E,EUR,RS	4749 
A,Y16-24,T,MED_E,EUR,SE	23592 
A,Y16-24,T,MED_E,EUR,SI	18351 
A,Y16-24,T,MED_E,EUR,SK	8352 
A,Y16-24,T,MED_E,EUR,TR	2770 
A,Y16-24,T,MED_E,NAC,AT	31477 
A,Y16-24,T,MED_E,NAC,BE	28722 
A,Y16-24,T,MED_E,NAC,BG	12327 
A,Y16-24,T,MED_E,NAC,CH	48969 
A,Y16-24,T,MED_E,NAC,CY	19095 
A,Y16-24,T,MED_E,NAC,CZ	322292 
A,Y16-24,T,MED_E,NAC,DE	23792 
A,Y16-24,T,MED_E,NAC,DK	217541 
A,Y16-24,T,MED_E,NAC,EE	14945 
A,Y16-24,T,MED_E,NAC,EL	8626 
A,Y16-24,T,MED_E,NAC,ES	16472 
A,Y16-24,T,MED_E,NAC,FI	22334 
A,Y16-24,T,MED_E,NAC,FR	21796 
A,Y16-24,T,MED_E,NAC,HR	9899 b
A,Y16-24,T,MED_E,NAC,HU	2828666 
A,Y16-24,T,MED_E,NAC,IE	29291 
A,Y16-24,T,MED_E,NAC,IT	18715 
A,Y16-24,T,MED_E,NAC,LT	10998 
A,Y16-24,T,MED_E,NAC,LU	38921 
A,Y16-24,T,MED_E,NAC,LV	11186 
A,Y16-24,T,MED_E,NAC,MK	215280 
A,Y16-24,T,MED_E,NAC,MT	19516 
A,Y16-24,T,MED_E,NAC,NL	26999 
A,Y16-24,T,MED_E,NAC,NO	366785 b
A,Y16-24,T,MED_E,NAC,PL	43142 
A,Y16-24,T,MED_E,NAC,PT	11274 
A,Y16-24,T,MED_E,NAC,RO	28672 
A,Y16-24,T,MED_E,NAC,RS	557867 
A,Y16-24,T,MED_E,NAC,SE	250778 
A,Y16-24,T,MED_E,NAC,SI	18351 
A,Y16-24,T,MED_E,NAC,SK	8352 
A,Y16-24,T,MED_E,NAC,TR	48218 
A,Y16-24,T,MED_E,PPS,AT	28721 
A,Y16-24,T,MED_E,PPS,BE	24896 
A,Y16-24,T,MED_E,PPS,BG	10778 
A,Y16-24,T,MED_E,PPS,CH	27910 
A,Y16-24,T,MED_E,PPS,CY	20753 
A,Y16-24,T,MED_E,PPS,CZ	15571 
A,Y16-24,T,MED_E,PPS,DE	21810 
A,Y16-24,T,MED_E,PPS,DK	19682 
A,Y16-24,T,MED_E,PPS,EA20	19527 
A,Y16-24,T,MED_E,PPS,EE	15306 
A,Y16-24,T,MED_E,PPS,EL	9775 
A,Y16-24,T,MED_E,PPS,ES	17106 
A,Y16-24,T,MED_E,PPS,EU27_2020	18400 
A,Y16-24,T,MED_E,PPS,FI	17716 
A,Y16-24,T,MED_E,PPS,FR	19719 
A,Y16-24,T,MED_E,PPS,HR	13473 b
A,Y16-24,T,MED_E,PPS,HU	10674 
A,Y16-24,T,MED_E,PPS,IE	20586 
A,Y16-24,T,MED_E,PPS,IT	18594 
A,Y16-24,T,MED_E,PPS,LT	13950 
A,Y16-24,T,MED_E,PPS,LU	28414 
A,Y16-24,T,MED_E,PPS,LV	13144 
A,Y16-24,T,MED_E,PPS,MK	6798 
A,Y16-24,T,MED_E,PPS,MT	21700 
A,Y16-24,T,MED_E,PPS,NL	23184 
A,Y16-24,T,MED_E,PPS,NO	25438 b
A,Y16-24,T,MED_E,PPS,PL	15165 
A,Y16-24,T,MED_E,PPS,PT	12797 
A,Y16-24,T,MED_E,PPS,RO	9813 
A,Y16-24,T,MED_E,PPS,RS	7431 
A,Y16-24,T,MED_E,PPS,SE	19298 
A,Y16-24,T,MED_E,PPS,SI	20608 
A,Y16-24,T,MED_E,PPS,SK	9672 
A,Y16-24,T,MED_E,PPS,TR	6651 
A,Y16-64,T,MED_E,EUR,AT	33311 
A,Y16-64,T,MED_E,EUR,BE	30855 
A,Y16-64,T,MED_E,EUR,BG	7259 
A,Y16-64,T,MED_E,EUR,CH	53701 
A,Y16-64,T,MED_E,EUR,CY	20460 
A,Y16-64,T,MED_E,EUR,CZ	15001 
A,Y16-64,T,MED_E,EUR,DE	27979 
A,Y16-64,T,MED_E,EUR,DK	36320 
A,Y16-64,T,MED_E,EUR,EA20	23636 
A,Y16-64,T,MED_E,EUR,EE	16926 
A,Y16-64,T,MED_E,EUR,EL	10313 
A,Y16-64,T,MED_E,EUR,ES	18708 
A,Y16-64,T,MED_E,EUR,EU27_2020	21334 
A,Y16-64,T,MED_E,EUR,FI	29635 
A,Y16-64,T,MED_E,EUR,FR	25253 
A,Y16-64,T,MED_E,EUR,HR	10712 b
A,Y16-64,T,MED_E,EUR,HU	7490 
A,Y16-64,T,MED_E,EUR,IE	32327 
A,Y16-64,T,MED_E,EUR,IT	20578 
A,Y16-64,T,MED_E,EUR,LT	12624 
A,Y16-64,T,MED_E,EUR,LU	47927 
A,Y16-64,T,MED_E,EUR,LV	12158 
A,Y16-64,T,MED_E,EUR,MK	4072 
A,Y16-64,T,MED_E,EUR,MT	21215 
A,Y16-64,T,MED_E,EUR,NL	31451 
A,Y16-64,T,MED_E,EUR,NO	43812 b
A,Y16-64,T,MED_E,EUR,PL	10456 
A,Y16-64,T,MED_E,EUR,PT	12090 
A,Y16-64,T,MED_E,EUR,RO	6827 
A,Y16-64,T,MED_E,EUR,RS	5187 
A,Y16-64,T,MED_E,EUR,SE	29216 
A,Y16-64,T,MED_E,EUR,SI	18795 
A,Y16-64,T,MED_E,EUR,SK	9522 
A,Y16-64,T,MED_E,EUR,TR	3215 
A,Y16-64,T,MED_E,NAC,AT	33311 
A,Y16-64,T,MED_E,NAC,BE	30855 
A,Y16-64,T,MED_E,NAC,BG	14196 
A,Y16-64,T,MED_E,NAC,CH	53954 
A,Y16-64,T,MED_E,NAC,CY	20460 
A,Y16-64,T,MED_E,NAC,CZ	368516 
A,Y16-64,T,MED_E,NAC,DE	27979 
A,Y16-64,T,MED_E,NAC,DK	270204 
A,Y16-64,T,MED_E,NAC,EE	16926 
A,Y16-64,T,MED_E,NAC,EL	10313 
A,Y16-64,T,MED_E,NAC,ES	18708 
A,Y16-64,T,MED_E,NAC,FI	29635 
A,Y16-64,T,MED_E,NAC,FR	25253 
A,Y16-64,T,MED_E,NAC,HR	10712 b
A,Y16-64,T,MED_E,NAC,HU	2930934 
A,Y16-64,T,MED_E,NAC,IE	32327 
A,Y16-64,T,MED_E,NAC,IT	20578 
A,Y16-64,T,MED_E,NAC,LT	12624 
A,Y16-64,T,MED_E,NAC,LU	47927 
A,Y16-64,T,MED_E,NAC,LV	12158 
A,Y16-64,T,MED_E,NAC,MK	250900 
A,Y16-64,T,MED_E,NAC,MT	21215 
A,Y16-64,T,MED_E,NAC,NL	31451 
A,Y16-64,T,MED_E,NAC,NO	442611 b
A,Y16-64,T,MED_E,NAC,PL	48999 
A,Y16-64,T,MED_E,NAC,PT	12090 
A,Y16-64,T,MED_E,NAC,RO	33667 
A,Y16-64,T,MED_E,NAC,RS	609267 
A,Y16-64,T,MED_E,NAC,SE	310549 
A,Y16-64,T,MED_E,NAC,SI	18795 
A,Y16-64,T,MED_E,NAC,SK	9522 
A,Y16-64,T,MED_E,NAC,TR	55972 
A,Y16-64,T,MED_E,PPS,AT	30395 
A,Y16-64,T,MED_E,PPS,BE	26745 
A,Y16-64,T,MED_E,PPS,BG	12412 
A,Y16-64,T,MED_E,PPS,CH	30752 
A,Y16-64,T,MED_E,PPS,CY	22236 
A,Y16-64,T,MED_E,PPS,CZ	17804 
A,Y16-64,T,MED_E,PPS,DE	25648 
A,Y16-64,T,MED_E,PPS,DK	24446 
A,Y16-64,T,MED_E,PPS,EA20	22208 
A,Y16-64,T,MED_E,PPS,EE	17334 
A,Y16-64,T,MED_E,PPS,EL	11687 
A,Y16-64,T,MED_E,PPS,ES	19428 
A,Y16-64,T,MED_E,PPS,EU27_2020	20924 
A,Y16-64,T,MED_E,PPS,FI	23507 
A,Y16-64,T,MED_E,PPS,FR	22847 
A,Y16-64,T,MED_E,PPS,HR	14579 b
A,Y16-64,T,MED_E,PPS,HU	11060 
A,Y16-64,T,MED_E,PPS,IE	22720 
A,Y16-64,T,MED_E,PPS,IT	20446 
A,Y16-64,T,MED_E,PPS,LT	16012 
A,Y16-64,T,MED_E,PPS,LU	34989 
A,Y16-64,T,MED_E,PPS,LV	14286 
A,Y16-64,T,MED_E,PPS,MK	7923 
A,Y16-64,T,MED_E,PPS,MT	23590 
A,Y16-64,T,MED_E,PPS,NL	27007 
A,Y16-64,T,MED_E,PPS,NO	30697 b
A,Y16-64,T,MED_E,PPS,PL	17224 
A,Y16-64,T,MED_E,PPS,PT	13723 
A,Y16-64,T,MED_E,PPS,RO	11522 
A,Y16-64,T,MED_E,PPS,RS	8116 
A,Y16-64,T,MED_E,PPS,SE	23897 
A,Y16-64,T,MED_E,PPS,SI	21107 
A,Y16-64,T,MED_E,PPS,SK	11027 
A,Y16-64,T,MED_E,PPS,TR	7721 
A,Y18-24,T,MED_E,EUR,AT	32020 
A,Y18-24,T,MED_E,EUR,BE	28975 
A,Y18-24,T,MED_E,EUR,BG	6570 
A,Y18-24,T,MED_E,EUR,CH	49663 
A,Y18-24,T,MED_E,EUR,CY	19850 
A,Y18-24,T,MED_E,EUR,CZ	13351 
A,Y18-24,T,MED_E,EUR,DE	23571 
A,Y18-24,T,MED_E,EUR,DK	27900 
A,Y18-24,T,MED_E,EUR,EA20	21107 
A,Y18-24,T,MED_E,EUR,EE	14853 
A,Y18-24,T,MED_E,EUR,EL	8733 
A,Y18-24,T,MED_E,EUR,ES	16933 
A,Y18-24,T,MED_E,EUR,EU27_2020	19111 
A,Y18-24,T,MED_E,EUR,FI	21009 
A,Y18-24,T,MED_E,EUR,FR	22282 
A,Y18-24,T,MED_E,EUR,HR	10275 b
A,Y18-24,T,MED_E,EUR,HU	7270 
A,Y18-24,T,MED_E,EUR,IE	29534 
A,Y18-24,T,MED_E,EUR,IT	19280 
A,Y18-24,T,MED_E,EUR,LT	11086 
A,Y18-24,T,MED_E,EUR,LU	38921 
A,Y18-24,T,MED_E,EUR,LV	11615 
A,Y18-24,T,MED_E,EUR,MK	3597 
A,Y18-24,T,MED_E,EUR,MT	19553 
A,Y18-24,T,MED_E,EUR,NL	27074 
A,Y18-24,T,MED_E,EUR,NO	33690 b
A,Y18-24,T,MED_E,EUR,PL	9245 
A,Y18-24,T,MED_E,EUR,PT	11532 
A,Y18-24,T,MED_E,EUR,RO	6002 
A,Y18-24,T,MED_E,EUR,RS	4901 
A,Y18-24,T,MED_E,EUR,SE	22760 
A,Y18-24,T,MED_E,EUR,SI	18808 
A,Y18-24,T,MED_E,EUR,SK	8723 
A,Y18-24,T,MED_E,EUR,TR	2912 
A,Y18-24,T,MED_E,NAC,AT	32020 
A,Y18-24,T,MED_E,NAC,BE	28975 
A,Y18-24,T,MED_E,NAC,BG	12849 
A,Y18-24,T,MED_E,NAC,CH	49897 
A,Y18-24,T,MED_E,NAC,CY	19850 
A,Y18-24,T,MED_E,NAC,CZ	327970 
A,Y18-24,T,MED_E,NAC,DE	23571 
A,Y18-24,T,MED_E,NAC,DK	207566 
A,Y18-24,T,MED_E,NAC,EE	14853 
A,Y18-24,T,MED_E,NAC,EL	8733 
A,Y18-24,T,MED_E,NAC,ES	16933 
A,Y18-24,T,MED_E,NAC,FI	21009 
A,Y18-24,T,MED_E,NAC,FR	22282 
A,Y18-24,T,MED_E,NAC,HR	10275 b
A,Y18-24,T,MED_E,NAC,HU	2844870 
A,Y18-24,T,MED_E,NAC,IE	29534 
A,Y18-24,T,MED_E,NAC,IT	19280 
A,Y18-24,T,MED_E,NAC,LT	11086 
A,Y18-24,T,MED_E,NAC,LU	38921 
A,Y18-24,T,MED_E,NAC,LV	11615 
A,Y18-24,T,MED_E,NAC,MK	221675 
A,Y18-24,T,MED_E,NAC,MT	19553 
A,Y18-24,T,MED_E,NAC,NL	27074 
A,Y18-24,T,MED_E,NAC,NO	340356 b
A,Y18-24,T,MED_E,NAC,PL	43322 
A,Y18-24,T,MED_E,NAC,PT	11532 
A,Y18-24,T,MED_E,NAC,RO	29598 
A,Y18-24,T,MED_E,NAC,RS	575618 
A,Y18-24,T,MED_E,NAC,SE	241926 
A,Y18-24,T,MED_E,NAC,SI	18808 
A,Y18-24,T,MED_E,NAC,SK	8723 
A,Y18-24,T,MED_E,NAC,TR	50700 
A,Y18-24,T,MED_E,PPS,AT	29216 
A,Y18-24,T,MED_E,PPS,BE	25116 
A,Y18-24,T,MED_E,PPS,BG	11234 
A,Y18-24,T,MED_E,PPS,CH	28439 
A,Y18-24,T,MED_E,PPS,CY	21573 
A,Y18-24,T,MED_E,PPS,CZ	15845 
A,Y18-24,T,MED_E,PPS,DE	21608 
A,Y18-24,T,MED_E,PPS,DK	18779 
A,Y18-24,T,MED_E,PPS,EA20	19780 
A,Y18-24,T,MED_E,PPS,EE	15211 
A,Y18-24,T,MED_E,PPS,EL	9897 
A,Y18-24,T,MED_E,PPS,ES	17585 
A,Y18-24,T,MED_E,PPS,EU27_2020	18618 
A,Y18-24,T,MED_E,PPS,FI	16665 
A,Y18-24,T,MED_E,PPS,FR	20160 
A,Y18-24,T,MED_E,PPS,HR	13986 b
A,Y18-24,T,MED_E,PPS,HU	10735 
A,Y18-24,T,MED_E,PPS,IE	20757 
A,Y18-24,T,MED_E,PPS,IT	19156 
A,Y18-24,T,MED_E,PPS,LT	14062 
A,Y18-24,T,MED_E,PPS,LU	28414 
A,Y18-24,T,MED_E,PPS,LV	13648 
A,Y18-24,T,MED_E,PPS,MK	7000 
A,Y18-24,T,MED_E,PPS,MT	21742 
A,Y18-24,T,MED_E,PPS,NL	23248 
A,Y18-24,T,MED_E,PPS,NO	23605 b
A,Y18-24,T,MED_E,PPS,PL	15228 
A,Y18-24,T,MED_E,PPS,PT	13090 
A,Y18-24,T,MED_E,PPS,RO	10130 
A,Y18-24,T,MED_E,PPS,RS	7667 
A,Y18-24,T,MED_E,PPS,SE	18617 
A,Y18-24,T,MED_E,PPS,SI	21122 
A,Y18-24,T,MED_E,PPS,SK	10102 
A,Y18-24,T,MED_E,PPS,TR	6993 
A,Y18-64,T,MED_E,EUR,AT	33371 
A,Y18-64,T,MED_E,EUR,BE	31055 
A,Y18-64,T,MED_E,EUR,BG	7318 
A,Y18-64,T,MED_E,EUR,CH	53963 
A,Y18-64,T,MED_E,EUR,CY	20599 
A,Y18-64,T,MED_E,EUR,CZ	15166 
A,Y18-64,T,MED_E,EUR,DE	28062 
A,Y18-64,T,MED_E,EUR,DK	36339 
A,Y18-64,T,MED_E,EUR,EA20	23757 
A,Y18-64,T,MED_E,EUR,EE	16944 
A,Y18-64,T,MED_E,EUR,EL	10437 
A,Y18-64,T,MED_E,EUR,ES	18820 
A,Y18-64,T,MED_E,EUR,EU27_2020	21444 
A,Y18-64,T,MED_E,EUR,FI	29758 
A,Y18-64,T,MED_E,EUR,FR	25457 
A,Y18-64,T,MED_E,EUR,HR	10780 b
A,Y18-64,T,MED_E,EUR,HU	7495 
A,Y18-64,T,MED_E,EUR,IE	32587 
A,Y18-64,T,MED_E,EUR,IT	20693 
A,Y18-64,T,MED_E,EUR,LT	12686 
A,Y18-64,T,MED_E,EUR,LU	48241 
A,Y18-64,T,MED_E,EUR,LV	12250 
A,Y18-64,T,MED_E,EUR,MK	4121 
A,Y18-64,T,MED_E,EUR,MT	21349 
A,Y18-64,T,MED_E,EUR,NL	31603 
A,Y18-64,T,MED_E,EUR,NO	44078 b
A,Y18-64,T,MED_E,EUR,PL	10538 
A,Y18-64,T,MED_E,EUR,PT	12170 
A,Y18-64,T,MED_E,EUR,RO	6888 
A,Y18-64,T,MED_E,EUR,RS	5215 
A,Y18-64,T,MED_E,EUR,SE	29381 
A,Y18-64,T,MED_E,EUR,SI	18860 
A,Y18-64,T,MED_E,EUR,SK	9626 
